Date,EURUSD=X,GC=F,BTC-USD,AAPL,XOM,V,CL=F
2015-01-01,1.2098628282546997,,314.2489929199219,,,,
2015-01-02,1.2089413404464722,1186.0,315.0320129394531,27.332500457763672,92.83000183105469,66.25499725341797,52.689998626708984
2015-01-05,1.194643259048462,1203.9000244140625,274.4739990234375,26.5625,90.29000091552734,64.7925033569336,50.040000915527344
2015-01-06,1.193901538848877,1219.300048828125,286.1889953613281,26.565000534057617,89.80999755859375,64.375,47.93000030517578
2015-01-07,1.1875356435775757,1210.5999755859375,294.3370056152344,26.9375,90.72000122070312,65.23750305175781,48.650001525878906
2015-01-08,1.1836000680923462,1208.4000244140625,283.3489990234375,27.97249984741211,92.2300033569336,66.11250305175781,48.790000915527344
2015-01-09,1.1796069145202637,1216.0,290.4079895019531,28.002500534057617,92.0999984741211,65.13249969482422,48.36000061035156
2015-01-12,1.187070369720459,1232.699951171875,267.7959899902344,27.3125,90.33000183105469,65.00499725341797,46.06999969482422
2015-01-13,1.1831519603729248,1234.300048828125,225.86099243164062,27.55500030517578,90.0,65.19499969482422,45.88999938964844
2015-01-14,1.1778285503387451,1234.4000244140625,178.10299682617188,27.450000762939453,89.73999786376953,63.88999938964844,48.47999954223633
2015-01-15,1.1785920858383179,1264.699951171875,209.843994140625,26.704999923706055,88.95999908447266,63.282501220703125,46.25
2015-01-16,1.1637378931045532,1276.9000244140625,208.0970001220703,26.497499465942383,91.12000274658203,63.73749923706055,48.689998626708984
2015-01-19,1.1566041707992554,,214.86099243164062,,,,
2015-01-20,1.1597968339920044,1294.199951171875,211.31500244140625,27.18000030517578,91.08999633789062,64.20999908447266,46.38999938964844
2015-01-21,1.1546944379806519,1293.699951171875,226.89700317382812,27.387500762939453,91.87000274658203,64.31999969482422,47.779998779296875
2015-01-22,1.1615345478057861,1300.699951171875,233.406005859375,28.100000381469727,92.87000274658203,64.4000015258789,46.310001373291016
2015-01-23,1.1346745491027832,1292.5999755859375,232.87899780273438,28.2450008392334,90.88999938964844,64.57250213623047,45.59000015258789
2015-01-26,1.1125450134277344,1279.4000244140625,273.4729919433594,28.274999618530273,91.76000213623047,64.13249969482422,45.150001525878906
2015-01-27,1.1247708797454834,1291.699951171875,263.4750061035156,27.28499984741211,90.94999694824219,62.747501373291016,46.22999954223633
2015-01-28,1.1367381811141968,1285.9000244140625,233.9149932861328,28.827499389648438,87.94999694824219,61.59000015258789,44.45000076293945
2015-01-29,1.1281461715698242,1254.5999755859375,233.51300048828125,29.725000381469727,87.58000183105469,62.0,44.529998779296875
2015-01-30,1.13355553150177,1278.5,226.4250030517578,29.290000915527344,87.41999816894531,63.727500915527344,48.2400016784668
2015-02-02,1.1309019327163696,1276.199951171875,238.22900390625,29.657499313354492,89.58000183105469,63.834999084472656,49.56999969482422
2015-02-03,1.1341726779937744,1259.699951171875,227.26800537109375,29.662500381469727,92.25,64.94750213623047,53.04999923706055
2015-02-04,1.145737886428833,1263.800048828125,226.85299682617188,29.889999389648438,91.45999908447266,66.22250366210938,48.45000076293945
