Date,EUR,GOLD,Bitcoin,Apple,Exxon,VISA,Oil
2020-03-04,1.118067979812622,1641.0999755859375,8755.24609375,74.20954132080078,44.2769889831543,190.3845672607422,46.779998779296875
2020-03-05,1.113908290863037,1666.4000244140625,9078.7626953125,71.80242156982422,42.32583236694336,183.20188903808594,45.900001525878906
2020-03-06,1.1223849058151245,1670.800048828125,9122.5458984375,70.848876953125,40.28174591064453,180.65415954589844,41.279998779296875
2020-03-09,1.1386020183563232,1674.5,7923.64453125,65.24530792236328,35.357398986816406,167.6901092529297,31.1299991607666
2020-03-10,1.1397960186004639,1659.0999755859375,7909.7294921875,69.94435119628906,36.6666145324707,178.92955017089844,34.36000061035156
2020-03-11,1.1316505670547485,1641.4000244140625,7911.43017578125,67.5151596069336,35.45875549316406,169.47352600097656,32.97999954223633
2020-03-12,1.1261515617370605,1589.300048828125,4970.7880859375,60.847713470458984,31.404390335083008,156.86221313476562,31.5
2020-03-13,1.1184931993484497,1515.699951171875,5563.70703125,68.13777923583984,32.198368072509766,172.29562377929688,31.729999542236328
2020-03-16,1.115536093711853,1485.9000244140625,5014.47998046875,59.372066497802734,29.132266998291016,148.9544219970703,28.700000762939453
2020-03-17,1.1163206100463867,1524.9000244140625,5225.62939453125,61.982662200927734,31.09187126159668,154.7162628173828,26.950000762939453
2020-03-18,1.101552128791809,1477.300048828125,5238.4384765625,60.46532440185547,27.975082397460938,145.49537658691406,20.3700008392334
2020-03-19,1.0961546897888184,1478.5999755859375,6191.19287109375,60.00203323364258,29.081584930419922,149.18963623046875,25.219999313354492
2020-03-20,1.0657345056533813,1484.0,6198.7783203125,56.19276809692383,27.65411376953125,143.87855529785156,22.43000030517578
2020-03-23,1.0694386959075928,1567.0,6416.31494140625,54.99900436401367,26.564504623413086,133.011474609375,23.360000610351562
2020-03-24,1.0764610767364502,1660.199951171875,6734.8037109375,60.51679992675781,29.934690475463867,151.42379760742188,24.010000228881836
2020-03-25,1.080263614654541,1632.300048828125,6681.06298828125,60.18342590332031,31.497314453125,158.52804565429688,24.489999771118164
2020-03-26,1.0889569520950317,1650.0999755859375,6716.4404296875,63.3504638671875,32.78963851928711,165.48533630371094,22.600000381469727
2020-03-27,1.1048258543014526,1623.9000244140625,6469.79833984375,60.727603912353516,31.210128784179688,158.31248474121094,21.510000228881836
2020-03-30,1.113908290863037,1622.0,6429.841796875,62.46065139770508,31.67469024658203,162.2418670654297,20.09000015258789
2020-03-31,1.1030466556549072,1583.4000244140625,6438.64453125,62.333187103271484,32.071678161621094,157.88128662109375,20.479999542236328
2020-04-01,1.102657437324524,1578.199951171875,6606.7763671875,59.05339813232422,31.70002555847168,150.03233337402344,20.309999465942383
2020-04-02,1.0953621864318848,1625.699951171875,6793.62451171875,60.03879928588867,34.12419509887695,154.22628784179688,25.31999969482422
2020-04-03,1.0847399234771729,1633.699951171875,6733.38720703125,59.175960540771484,33.119049072265625,148.79766845703125,28.34000015258789
2020-04-06,1.0806955099105835,1677.0,7271.78125,64.33831787109375,34.183319091796875,166.03408813476562,26.079999923706055
2020-04-07,1.0803803205490112,1664.800048828125,7176.41455078125,63.59313201904297,34.833709716796875,165.201171875,23.6299991607666
2020-04-08,1.0895144939422607,1665.4000244140625,7334.0986328125,65.22077941894531,37.03826904296875,171.4235076904297,25.09000015258789
2020-04-09,1.0863661766052246,1736.199951171875,7302.08935546875,65.69141387939453,36.43010711669922,170.1986541748047,22.760000228881836
2020-04-10,1.0927408933639526,,6865.4931640625,,,,
2020-04-13,1.0932666063308716,1744.800048828125,6845.03759765625,66.98078918457031,36.117591857910156,165.59310913085938,22.40999984741211
2020-04-14,1.0922993421554565,1756.699951171875,6842.427734375,70.36351776123047,35.8388557434082,171.1099395751953,20.110000610351562
2020-04-15,1.098538875579834,1727.199951171875,6642.10986328125,69.72129821777344,34.1917610168457,162.62405395507812,19.8700008392334
2020-04-16,1.0905101299285889,1720.4000244140625,7116.80419921875,70.2752914428711,33.06837463378906,159.1551513671875,19.8700008392334
2020-04-17,1.0858471393585205,1689.199951171875,7096.1845703125,69.32173919677734,36.506134033203125,166.13204956054688,18.270000457763672
2020-04-20,1.0866966247558594,1701.5999755859375,6881.95849609375,67.88285064697266,34.78303146362305,160.91900634765625,-37.630001068115234
2020-04-21,1.0864840745925903,1678.199951171875,6880.3232421875,65.7845687866211,34.597206115722656,157.3031463623047,10.010000228881836
2020-04-22,1.0856467485427856,1728.699951171875,7117.20751953125,67.67940521240234,35.58544921875,163.24134826660156,13.779999732971191
2020-04-23,1.080964207649231,1733.300048828125,7429.724609375,67.41709899902344,36.700408935546875,163.0355987548828,16.5
2020-04-24,1.077702283859253,1723.5,7550.90087890625,69.36341094970703,36.9369010925293,163.95669555664062,16.940000534057617
2020-04-27,1.08236825466156,1711.9000244140625,7795.60107421875,69.41243743896484,37.11428451538086,168.3074493408203,12.779999732971191
2020-04-28,1.0824854373931885,1710.5,7807.05859375,68.28730010986328,37.984283447265625,167.8076629638672,12.34000015258789
2020-04-29,1.0836584568023682,1703.4000244140625,8801.0380859375,70.53021240234375,40.087486267089844,178.1358184814453,15.0600004196167
2020-04-30,1.087725043296814,1684.199951171875,8658.5537109375,72.01813507080078,39.251277923583984,175.12754821777344,18.84000015258789
2020-05-01,1.094546914100647,1694.5,8864.7666015625,70.85868072509766,36.438560485839844,172.04086303710938,19.780000686645508
2020-05-04,1.0959625244140625,1706.9000244140625,8912.654296875,71.86124420166016,37.908267974853516,172.60919189453125,20.389999389648438
2020-05-05,1.0904293060302734,1704.4000244140625,9003.0703125,72.9397964477539,37.86603546142578,174.85316467285156,24.559999465942383
2020-05-06,1.0838581323623657,1684.199951171875,9268.76171875,73.69234466552734,37.156524658203125,175.18630981445312,23.989999771118164
2020-05-07,1.0798553228378296,1721.800048828125,9951.5185546875,74.45470428466797,37.36768341064453,179.047119140625,23.549999237060547
2020-05-08,1.0837171077728271,1709.9000244140625,9842.666015625,76.2268295288086,39.006324768066406,181.3694610595703,24.739999771118164
2020-05-11,1.0839520692825317,1695.300048828125,8601.7958984375,77.42628479003906,38.634674072265625,179.8702392578125,24.139999389648438
2020-05-12,1.080940842628479,1704.4000244140625,8804.4775390625,76.54143524169922,37.9888916015625,175.86245727539062,25.780000686645508
2020-05-13,1.0846810340881348,1713.9000244140625,9269.9873046875,75.61727905273438,36.10322189331055,173.8208465576172,25.290000915527344
2020-05-14,1.08236825466156,1738.0999755859375,9733.7216796875,76.0818099975586,36.421810150146484,177.56051635742188,27.559999465942383
2020-05-15,1.0806955099105835,1753.4000244140625,9328.197265625,75.63201141357422,36.16349792480469,180.1027374267578,29.43000030517578
2020-05-18,1.0821340084075928,1731.800048828125,9726.5751953125,77.41399383544922,39.03935623168945,187.84706115722656,31.81999969482422
2020-05-19,1.0915124416351318,1744.199951171875,9729.0380859375,76.96665954589844,37.83390426635742,185.86434936523438,32.5
2020-05-20,1.0927767753601074,1750.5999755859375,9522.9814453125,78.4635238647461,39.065189361572266,190.28128051757812,33.4900016784668
2020-05-21,1.0982975959777832,1720.5,9081.76171875,77.8785400390625,38.36775588989258,187.10108947753906,33.91999816894531
2020-05-22,1.0952903032302856,1734.5999755859375,9182.5771484375,78.37995910644531,38.402191162109375,187.33665466308594,33.25
2020-05-25,1.0907801389694214,,8906.9345703125,,,,
2020-05-26,1.0902997255325317,1704.800048828125,8835.052734375,77.84906005859375,39.530147552490234,189.65309143066406,34.349998474121094
2020-05-27,1.0981770753860474,1710.300048828125,9181.017578125,78.18822479248047,39.814292907714844,189.26048278808594,32.810001373291016
2020-05-28,1.1016855239868164,1713.300048828125,9525.7509765625,78.22262573242188,38.78105545043945,190.6739044189453,33.709999084472656
2020-05-29,1.1079105138778687,1736.9000244140625,9439.1240234375,78.14643096923828,39.15128707885742,191.63583374023438,35.4900016784668
2020-06-01,1.1118524074554443,1737.800048828125,10167.2685546875,79.10749816894531,39.848724365234375,190.76226806640625,35.439998626708984
2020-06-02,1.1125946044921875,1725.199951171875,9529.8037109375,79.4737319946289,40.735599517822266,192.73512268066406,36.810001373291016
2020-06-03,1.118943691253662,1697.800048828125,9656.7177734375,79.91120910644531,42.39738845825195,193.23570251464844,37.290000915527344
2020-06-04,1.1235954761505127,1718.9000244140625,9800.63671875,79.2229995727539,42.27684783935547,190.06533813476562,37.40999984741211
2020-06-05,1.1337867975234985,1676.199951171875,9665.533203125,81.47936248779297,45.703773498535156,195.9251251220703,39.54999923706055
2020-06-08,1.1319515705108643,1698.300048828125,9771.4892578125,81.96110534667969,47.13309860229492,195.91531372070312,38.189998626708984
2020-06-09,1.1305567026138306,1714.699951171875,9795.7001953125,84.54928588867188,46.08263397216797,195.4049072265625,38.939998626708984
2020-06-10,1.1332215070724487,1713.300048828125,9870.0947265625,86.72451782226562,43.611454010009766,196.77906799316406,39.599998474121094
2020-06-11,1.1365444660186768,1732.0,9321.78125,82.56084442138672,39.76262664794922,185.39320373535156,36.34000015258789
2020-06-12,1.1288082599639893,1729.300048828125,9480.84375,83.27361297607422,40.615055084228516,188.7108154296875,36.2599983215332
2020-06-15,1.1252011060714722,1720.300048828125,9450.7021484375,84.30348205566406,40.58922576904297,188.2200469970703,37.119998931884766
2020-06-16,1.1337740421295166,1729.5999755859375,9538.0244140625,86.5377197265625,41.501930236816406,189.31936645507812,38.380001068115234
2020-06-17,1.1265701055526733,1729.199951171875,9480.2548828125,86.41728210449219,40.150089263916016,189.98683166503906,37.959999084472656
2020-06-18,1.1242902278900146,1724.800048828125,9411.8408203125,86.45169067382812,40.39978790283203,190.3303680419922,38.84000015258789
2020-06-19,1.1211000680923462,1745.9000244140625,9288.0185546875,85.9576644897461,39.59041976928711,188.6519317626953,39.75
2020-06-22,1.1177555322647095,1756.699951171875,9648.7177734375,88.2066421508789,39.96927261352539,191.36097717285156,40.459999084472656
2020-06-23,1.1279679536819458,1772.0999755859375,9629.658203125,90.0893783569336,40.21036911010742,194.31539916992188,40.369998931884766
2020-06-24,1.1312345266342163,1765.800048828125,9313.6103515625,88.49911499023438,38.31609344482422,187.87652587890625,38.0099983215332
2020-06-25,1.1250872611999512,1762.0999755859375,9264.8134765625,89.67399597167969,38.89298629760742,190.39906311035156,38.720001220703125
2020-06-26,1.1222084760665894,1772.5,9162.91796875,86.918701171875,37.558372497558594,185.77601623535156,38.4900016784668
2020-06-29,1.1225864887237549,1774.800048828125,9190.8544921875,88.921875,38.16109848022461,187.84706115722656,39.70000076293945
2020-06-30,1.1247202157974243,1793.0,9137.9931640625,89.6641616821289,38.50551223754883,189.60398864746094,39.27000045776367
2020-07-01,1.1235954761505127,1773.199951171875,9228.3251953125,89.49457550048828,37.635868072509766,190.20277404785156,39.81999969482422
2020-07-02,1.1251378059387207,1784.0,9123.41015625,89.49457550048828,37.95445251464844,192.05787658691406,40.650001525878906
2020-07-03,1.1237848997116089,,9087.3037109375,,,,
2020-07-06,1.1247202157974243,1788.5,9375.474609375,91.88855743408203,38.22137451171875,194.10923767089844,40.630001068115234
2020-07-07,1.1312856674194336,1804.199951171875,9252.27734375,91.60345458984375,37.23118591308594,190.61500549316406,40.619998931884766
2020-07-08,1.1275228261947632,1815.5,9428.3330078125,93.73690795898438,37.145076751708984,191.46896362304688,40.900001525878906
2020-07-09,1.1339154243469238,1799.199951171875,9277.9677734375,94.14000701904297,35.6124382019043,188.6617431640625,39.619998931884766
2020-07-10,1.1287955045700073,1798.199951171875,9278.8076171875,94.30467987060547,36.72317123413086,188.99546813964844,40.54999923706055
2020-07-13,1.1310042142868042,1811.0,9243.6142578125,93.86964416503906,36.73178482055664,185.5306396484375,40.099998474121094
2020-07-14,1.134549617767334,1810.5999755859375,9243.2138671875,95.42301940917969,37.94584655761719,189.76104736328125,40.290000915527344
2020-07-15,1.1410704851150513,1811.4000244140625,9192.8369140625,96.07927703857422,38.42802047729492,192.921630859375,41.20000076293945
2020-07-16,1.1417193412780762,1798.699951171875,9132.2275390625,94.89704132080078,38.126651763916016,189.92791748046875,40.75
2020-07-17,1.139211654663086,1808.300048828125,9151.392578125,94.70531463623047,37.47227096557617,191.48855590820312,40.59000015258789
2020-07-20,1.1442956924438477,1815.9000244140625,9164.2314453125,96.70112609863281,36.59401321411133,194.80618286132812,40.810001373291016
2020-07-21,1.1458691358566284,1842.4000244140625,9374.8876953125,95.36648559570312,38.44524383544922,192.85289001464844,41.959999084472656
2020-07-22,1.15340256690979,1864.0999755859375,9525.36328125,95.63440704345703,37.549766540527344,195.18899536132812,41.900001525878906
2020-07-23,1.1568717956542969,1889.0999755859375,9581.072265625,91.28145599365234,37.62725067138672,193.78538513183594,41.06999969482422
2020-07-24,1.1596084833145142,1897.300048828125,9536.892578125,91.05533599853516,37.394779205322266,191.54747009277344,41.290000915527344
2020-07-27,1.1652567386627197,1931.0,10990.873046875,93.21338653564453,37.94584655761719,193.2749786376953,41.599998474121094
2020-07-28,1.1769275665283203,1944.699951171875,10912.8232421875,91.6821060180664,37.49810791015625,193.10812377929688,41.040000915527344
2020-07-29,1.171879529953003,1953.5,11100.4677734375,93.43950653076172,37.911399841308594,194.91412353515625,41.27000045776367
2020-07-30,1.1782865524291992,1942.300048828125,11111.2138671875,94.57014465332031,36.05155563354492,190.4775848388672,39.91999816894531
2020-07-31,1.1872254610061646,1962.800048828125,11323.466796875,104.47054290771484,36.23238754272461,186.8851318359375,40.27000045776367
2020-08-03,1.1782310009002686,1966.0,11246.3486328125,107.10295867919922,36.378761291503906,187.1697998046875,41.0099983215332
2020-08-04,1.1763322353363037,2001.199951171875,11205.892578125,107.81822204589844,37.429222106933594,188.74026489257812,41.70000076293945
2020-08-05,1.181544303894043,2031.0999755859375,11747.0224609375,108.20902252197266,37.75641632080078,192.47991943359375,42.189998626708984
2020-08-06,1.187281847000122,2051.5,11779.7734375,111.98433685302734,37.57559585571289,195.10064697265625,41.95000076293945
2020-08-07,1.1876484155654907,2010.0999755859375,11601.47265625,109.43829345703125,37.40338134765625,192.73512268066406,41.220001220703125
2020-08-10,1.1782727241516113,2024.4000244140625,11878.111328125,111.02896118164062,38.32469940185547,193.15719604492188,41.939998626708984
2020-08-11,1.1737778186798096,1932.5999755859375,11410.525390625,107.72698211669922,38.72077560424805,194.11911010742188,41.61000061035156
2020-08-12,1.1736538410186768,1934.9000244140625,11584.9345703125,111.30720520019531,38.71199417114258,195.0711669921875,42.66999816894531
2020-08-13,1.179380178451538,1956.699951171875,11784.1376953125,113.2770767211914,37.76372528076172,194.22576904296875,42.2400016784668
2020-08-14,1.1816558837890625,1937.0,11768.87109375,113.17611694335938,37.93056106567383,193.3017578125,42.0099983215332
2020-08-17,1.1852554082870483,1985.0,12254.40234375,112.88063049316406,37.43885803222656,196.0443878173828,42.88999938964844
2020-08-18,1.1876484155654907,1999.4000244140625,11991.2333984375,113.82125091552734,37.254478454589844,195.63150024414062,42.88999938964844
2020-08-19,1.1947859525680542,1958.699951171875,11758.283203125,113.96405792236328,36.8418083190918,197.57789611816406,42.93000030517578
2020-08-20,1.1843500137329102,1933.800048828125,11878.3720703125,116.49288940429688,36.279876708984375,200.68423461914062,42.58000183105469
2020-08-21,1.1873664855957031,1934.5999755859375,11592.4892578125,122.49604034423828,36.007686614990234,200.6645965576172,42.34000015258789
2020-08-24,1.1798018217086792,1927.699951171875,11774.595703125,123.96112823486328,37.07009506225586,202.9059295654297,42.619998931884766
2020-08-25,1.1794538497924805,1911.800048828125,11366.134765625,122.94416809082031,35.89354705810547,204.56719970703125,43.349998474121094
2020-08-26,1.183501958847046,1940.699951171875,11488.36328125,124.61610412597656,35.12966537475586,206.69052124023438,43.38999938964844
2020-08-27,1.1842728853225708,1921.5999755859375,11323.3974609375,123.12639617919922,34.892601013183594,207.44744873046875,43.040000915527344
2020-08-28,1.1819632053375244,1964.5999755859375,11542.5,122.92695617675781,35.72671890258789,212.0480194091797,42.970001220703125
2020-08-31,1.1918240785598755,1967.5999755859375,11680.8203125,127.09568786621094,35.06820297241211,208.39117431640625,42.61000061035156
2020-09-01,1.193901538848877,1968.199951171875,11970.478515625,132.158203125,34.62041473388672,209.7280731201172,42.7599983215332
2020-09-02,1.1923214197158813,1934.4000244140625,11414.0341796875,129.4200897216797,34.409690856933594,212.80494689941406,41.5099983215332
2020-09-03,1.184735894203186,1927.5999755859375,10245.296875,119.05862426757812,34.33944320678711,205.41261291503906,41.369998931884766
2020-09-04,1.1839784383773804,1923.9000244140625,10511.8134765625,119.1374282836914,34.313106536865234,201.1855926513672,39.77000045776367
2020-09-07,1.183445930480957,,10369.5634765625,,,,
2020-09-08,1.1821727752685547,1933.0,10131.5166015625,111.12007141113281,33.52288818359375,196.72265625,36.7599983215332
2020-09-09,1.177024483680725,1944.699951171875,10242.34765625,115.55226135253906,33.32094192504883,200.5957794189453,38.04999923706055
2020-09-10,1.1806375980377197,1954.199951171875,10363.138671875,111.77997589111328,32.486820220947266,198.1185302734375,37.29999923706055
2020-09-11,1.1824384927749634,1937.800048828125,10400.9150390625,110.31242370605469,32.39902114868164,197.27316284179688,37.33000183105469
2020-09-14,1.1842728853225708,1953.0999755859375,10680.837890625,113.6218032836914,32.188297271728516,201.5001678466797,37.2599983215332
2020-09-15,1.187000036239624,1956.300048828125,10796.951171875,113.7990951538086,31.845869064331055,201.9031982421875,38.279998779296875
2020-09-16,1.1844412088394165,1960.199951171875,10974.9052734375,110.44046020507812,33.19801712036133,201.6476287841797,40.15999984741211
2020-09-17,1.1803449392318726,1940.0,10948.990234375,108.67743682861328,33.18923568725586,201.78524780273438,40.970001220703125
2020-09-18,1.1848200559616089,1952.0999755859375,10944.5859375,105.23017120361328,32.65364074707031,199.17041015625,41.11000061035156
2020-09-21,1.1845533847808838,1901.199951171875,10462.259765625,108.4213638305664,31.986343383789062,194.09799194335938,39.310001373291016
2020-09-22,1.176800012588501,1898.5999755859375,10538.4599609375,110.12528991699219,31.196121215820312,197.1551971435547,39.599998474121094
2020-09-23,1.1708368062973022,1859.9000244140625,10246.1865234375,105.50595092773438,30.195175170898438,192.0532989501953,39.93000030517578
2020-09-24,1.1658544540405273,1868.300048828125,10760.06640625,106.5893783569336,30.133718490600586,192.20079040527344,40.310001373291016
2020-09-25,1.1673243045806885,1857.699951171875,10692.716796875,110.58820343017578,30.41468620300293,193.90138244628906,40.25
2020-09-28,1.1635348796844482,1872.800048828125,10709.65234375,113.22783660888672,31.002960205078125,196.91929626464844,40.599998474121094
2020-09-29,1.167883276939392,1894.300048828125,10844.640625,112.37093353271484,30.098596572875977,196.05421447753906,39.290000915527344
2020-09-30,1.1742050647735596,1887.5,10784.4912109375,114.06501007080078,30.142501831054688,196.57522583007812,40.220001220703125
2020-10-01,1.1726078987121582,1908.4000244140625,10619.4521484375,115.0302505493164,29.088871002197266,199.89781188964844,38.720001220703125
2020-10-02,1.1744946241378784,1900.199951171875,10575.974609375,111.31706237792969,28.957172393798828,198.0399169921875,37.04999923706055
2020-10-05,1.1720443964004517,1912.5,10793.33984375,114.74462127685547,29.624469757080078,200.0845947265625,39.220001220703125
2020-10-06,1.1792453527450562,1901.0999755859375,10604.40625,111.45494842529297,29.317157745361328,197.04705810546875,40.66999816894531
2020-10-07,1.1737639904022217,1883.5999755859375,10668.96875,113.34602355957031,29.413734436035156,199.0327911376953,39.95000076293945
2020-10-08,1.176747441291809,1888.5999755859375,10915.685546875,113.2376708984375,30.959056854248047,199.53414916992188,41.189998626708984
2020-10-09,1.1767003536224365,1919.5,11064.4580078125,115.20751953125,30.50248908996582,203.13198852539062,40.599998474121094
2020-10-12,1.181683897972107,1922.5,11555.36328125,122.52558898925781,30.405908584594727,202.8960723876953,39.43000030517578
2020-10-13,1.1816140413284302,1888.5,11425.8994140625,119.27530670166016,30.045921325683594,200.8513641357422,40.20000076293945
2020-10-14,1.1742188930511475,1901.300048828125,11429.5068359375,119.36395263671875,29.98445701599121,198.767333984375,41.040000915527344
2020-10-15,1.1743981838226318,1903.199951171875,11495.349609375,118.89118957519531,30.247867584228516,196.16233825683594,40.959999084472656
2020-10-16,1.1707134246826172,1900.800048828125,11322.123046875,117.22664642333984,29.940555572509766,196.86026000976562,40.880001068115234
2020-10-19,1.1715501546859741,1906.4000244140625,11742.037109375,114.23246765136719,29.3435001373291,193.6261444091797,40.83000183105469
2020-10-20,1.176885962486267,1910.4000244140625,11916.3349609375,115.7394027709961,29.589345932006836,194.34375,41.459999084472656
2020-10-21,1.1829839944839478,1924.5999755859375,12823.689453125,115.10905456542969,29.115209579467773,195.06134033203125,40.029998779296875
2020-10-22,1.1853959560394287,1901.0999755859375,12965.8916015625,114.00592041015625,30.60784912109375,194.62884521484375,40.63999938964844
2020-10-23,1.1815024614334106,1902.0,12931.5390625,113.30661010742188,29.993234634399414,194.6484832763672,39.849998474121094
2020-10-26,1.1848480701446533,1902.699951171875,13075.248046875,113.31646728515625,29.282032012939453,189.79237365722656,38.560001373291016
2020-10-27,1.1809443235397339,1908.800048828125,13654.21875,114.8431167602539,28.816686630249023,186.83343505859375,39.56999969482422
2020-10-28,1.1784114837646484,1876.199951171875,13271.28515625,109.52446746826172,27.719158172607422,177.79946899414062,37.38999938964844
2020-10-29,1.1748672723770142,1865.5999755859375,13437.8828125,113.58238983154297,28.948387145996094,181.7315673828125,36.16999816894531
2020-10-30,1.1678695678710938,1877.4000244140625,13546.5224609375,107.21974182128906,28.64107894897461,178.6251983642578,35.790000915527344
2020-11-02,1.1642121076583862,1890.4000244140625,13550.4892578125,107.1310806274414,29.843975067138672,181.60377502441406,36.810001373291016
2020-11-03,1.1642799377441406,1908.5,13950.30078125,108.77592468261719,29.334720611572266,185.14266967773438,37.65999984741211
2020-11-04,1.176221489906311,1894.5999755859375,14133.70703125,113.21797943115234,29.176671981811523,190.6770782470703,39.150001525878906
2020-11-05,1.17326819896698,1945.300048828125,15579.8486328125,117.23648834228516,29.123991012573242,194.2847900390625,38.790000915527344
2020-11-06,1.1817537546157837,1950.300048828125,15565.880859375,117.10332489013672,28.78156280517578,195.10069274902344,37.13999938964844
2020-11-09,1.1893010139465332,1853.199951171875,15332.3154296875,114.7649917602539,32.425357818603516,209.0694580078125,40.290000915527344
2020-11-10,1.182732105255127,1875.4000244140625,15290.90234375,114.41966247558594,33.144718170166016,209.688720703125,41.36000061035156
